ID,BioProject,BioSample,Run,Organism,lat,lon,counts
1743,PRJNA386566,SAMN07108734,SRR5557245,Daphnia pulicaria,45.3784978,-92.821978,10
1744,PRJNA386566,SAMN07108731,SRR5557246,Daphnia pulicaria,45.3784978,-92.821978,10
1745,PRJNA386566,SAMN07108732,SRR5557247,Daphnia pulicaria,45.3784978,-92.821978,10
1746,PRJNA386566,SAMN07108737,SRR5557248,Daphnia pulicaria,45.3784978,-92.821978,10
1747,PRJNA386566,SAMN07108738,SRR5557249,Daphnia pulicaria,45.3784978,-92.821978,10
1748,PRJNA386566,SAMN07108735,SRR5557250,Daphnia pulicaria,45.3784978,-92.821978,10
1749,PRJNA386566,SAMN07108736,SRR5557251,Daphnia pulicaria,45.3784978,-92.821978,10
1750,PRJNA573527,SAMN12815777,SRR10159711,Daphnia pulex,NA,NA,14
1751,PRJNA573527,SAMN12815775,SRR10159713,Daphnia pulex,NA,NA,14
1752,PRJNA573527,SAMN12815774,SRR10159714,Daphnia pulex,NA,NA,14
1753,PRJNA573527,SAMN12815773,SRR10159715,Daphnia pulex,NA,NA,14
1754,PRJNA573527,SAMN12815772,SRR10159716,Daphnia pulex,NA,NA,14
1755,PRJNA573527,SAMN12815771,SRR10159717,Daphnia pulex,NA,NA,14
1756,PRJNA573527,SAMN12815770,SRR10159718,Daphnia pulex,NA,NA,14
1757,PRJNA573527,SAMN12815780,SRR10159719,Daphnia pulex,NA,NA,14
1758,PRJNA573527,SAMN12815779,SRR10159720,Daphnia pulex,NA,NA,14
1759,PRJNA573527,SAMN12815778,SRR10159721,Daphnia pulex,NA,NA,14
1760,PRJNA573527,SAMN12815768,SRR10159723,Daphnia pulex,NA,NA,14
1761,PRJNA573527,SAMN14126927,SRR11101993,Daphnia pulex,NA,NA,14
1762,PRJNA573529,SAMN12816628,SRR10160653,Daphnia pulicaria,NA,NA,3
1763,PRJNA573529,SAMN12816627,SRR10160659,Daphnia pulicaria,NA,NA,3
1764,PRJNA573529,SAMN12816626,SRR10160670,Daphnia pulicaria,NA,NA,3
