ID,BioProject,BioSample,Run,Organism,lat,lon,counts
1,PRJNA212126,SAMN02252729,SRR7518397,Daphnia pulex,NA,NA,1
2,PRJNA212127,SAMN02252730,SRR7518398,Daphnia pulex,NA,NA,1
3,PRJNA212128,SAMN02252729,SRR7518395,Daphnia pulex,NA,NA,1
4,PRJNA212129,SAMN02252732,SRR7518396,Daphnia pulex,NA,NA,1
5,PRJNA212130,SAMN02252733,SRR7516868,Daphnia pulex,NA,NA,1
6,PRJNA212131,SAMN02252734,SRR7516827,soil metagenome,NA,NA,4
7,PRJNA212131,SAMN02252734,SRR7519633,soil metagenome,NA,NA,4
8,PRJNA212131,SAMN02252734,SRR7519634,soil metagenome,NA,NA,4
9,PRJNA212131,SAMN02252734,SRR7519635,soil metagenome,NA,NA,4
10,PRJNA212132,SAMN02252735,SRR7516826,Daphnia pulex,NA,NA,1
11,PRJNA212133,SAMN02252736,SRR7516538,Daphnia pulex,NA,NA,1
12,PRJNA212134,SAMN02252737,SRR7516547,Daphnia pulex,NA,NA,1
13,PRJNA212135,SAMN02252738,SRR7516535,Daphnia pulex,NA,NA,1
14,PRJNA212282,SAMN02252739,SRR7516539,Daphnia pulex,NA,NA,4
15,PRJNA212282,SAMN02252739,SRR7521588,Daphnia pulex,NA,NA,4
16,PRJNA212282,SAMN02252739,SRR7521589,Daphnia pulex,NA,NA,4
17,PRJNA212282,SAMN02252739,SRR7521590,Daphnia pulex,NA,NA,4
18,PRJNA212285,SAMN02252740,SRR7516563,Daphnia pulex,NA,NA,1
19,PRJNA212286,SAMN02252741,SRR7516572,Daphnia pulex,NA,NA,1
20,PRJNA212288,SAMN02252742,SRR7516561,Daphnia pulex,NA,NA,1
21,PRJNA212290,SAMN02252743,SRR7516566,Daphnia pulex,NA,NA,1
22,PRJNA212291,SAMN02252744,SRR7516825,Daphnia pulex,NA,NA,1
23,PRJNA212292,SAMN02252745,SRR7516562,Daphnia pulex,NA,NA,1
24,PRJNA212293,SAMN02252746,SRR7516565,Daphnia pulex,NA,NA,1
25,PRJNA212294,SAMN02252747,SRR7516523,Daphnia pulex,NA,NA,1
26,PRJNA212295,SAMN02252748,SRR7516536,Daphnia pulex,NA,NA,4
27,PRJNA212295,SAMN02252748,SRR7519701,Daphnia pulex,NA,NA,4
28,PRJNA212295,SAMN02252748,SRR7519702,Daphnia pulex,NA,NA,4
29,PRJNA212295,SAMN02252748,SRR7519703,Daphnia pulex,NA,NA,4
30,PRJNA212296,SAMN02252749,SRR7516534,Daphnia pulex,NA,NA,3
31,PRJNA212296,SAMN02252749,SRR7519631,Daphnia pulex,NA,NA,3
32,PRJNA212296,SAMN02252749,SRR7519632,Daphnia pulex,NA,NA,3
33,PRJNA212297,SAMN02252750,SRR7516524,Daphnia pulex,NA,NA,4
34,PRJNA212297,SAMN02252750,SRR7519638,Daphnia pulex,NA,NA,4
35,PRJNA212297,SAMN02252750,SRR7519639,Daphnia pulex,NA,NA,4
36,PRJNA212297,SAMN02252750,SRR7519640,Daphnia pulex,NA,NA,4
37,PRJNA247438,SAMN02839616,SRR1369718,Daphnia pulex,NA,NA,367
38,PRJNA247438,SAMN02839615,SRR1369719,Daphnia pulex,NA,NA,367
39,PRJNA247438,SAMN02839621,SRR1369720,Daphnia pulex,NA,NA,367
40,PRJNA247438,SAMN02839618,SRR1369721,Daphnia pulex,NA,NA,367
41,PRJNA247438,SAMN02839617,SRR1369722,Daphnia pulex,NA,NA,367
42,PRJNA247438,SAMN02839619,SRR1369723,Daphnia pulex,NA,NA,367
43,PRJNA247438,SAMN02839620,SRR1369724,Daphnia pulex,NA,NA,367
44,PRJNA247438,SAMN02839664,SRR1369725,Daphnia pulex,NA,NA,367
45,PRJNA247438,SAMN02839666,SRR1369726,Daphnia pulex,NA,NA,367
46,PRJNA247438,SAMN02839668,SRR1369727,Daphnia pulex,NA,NA,367
47,PRJNA247438,SAMN02839670,SRR1369728,Daphnia pulex,NA,NA,367
48,PRJNA247438,SAMN02839672,SRR1369729,Daphnia pulex,NA,NA,367
49,PRJNA247438,SAMN02839644,SRR1369730,Daphnia pulex,NA,NA,367
50,PRJNA247438,SAMN02839646,SRR1369731,Daphnia pulex,NA,NA,367
51,PRJNA247438,SAMN02839648,SRR1369732,Daphnia pulex,NA,NA,367
52,PRJNA247438,SAMN02839650,SRR1369733,Daphnia pulex,NA,NA,367
53,PRJNA247438,SAMN02839652,SRR1369734,Daphnia pulex,NA,NA,367
54,PRJNA247438,SAMN02839674,SRR1369735,Daphnia pulex,NA,NA,367
55,PRJNA247438,SAMN02839676,SRR1369736,Daphnia pulex,NA,NA,367
56,PRJNA247438,SAMN02839678,SRR1369737,Daphnia pulex,NA,NA,367
57,PRJNA247438,SAMN02839680,SRR1369738,Daphnia pulex,NA,NA,367
58,PRJNA247438,SAMN02839682,SRR1369739,Daphnia pulex,NA,NA,367
59,PRJNA247438,SAMN02839654,SRR1369740,Daphnia pulex,NA,NA,367
60,PRJNA247438,SAMN02839656,SRR1369741,Daphnia pulex,NA,NA,367
61,PRJNA247438,SAMN02839658,SRR1369742,Daphnia pulex,NA,NA,367
62,PRJNA247438,SAMN02839660,SRR1369743,Daphnia pulex,NA,NA,367
63,PRJNA247438,SAMN02839662,SRR1369744,Daphnia pulex,NA,NA,367
64,PRJNA247438,SAMN02839684,SRR1369745,Daphnia pulex,NA,NA,367
65,PRJNA247438,SAMN02839686,SRR1369746,Daphnia pulex,NA,NA,367
66,PRJNA247438,SAMN02839688,SRR1369747,Daphnia pulex,NA,NA,367
67,PRJNA247438,SAMN02839690,SRR1369748,Daphnia pulex,NA,NA,367
68,PRJNA247438,SAMN02839692,SRR1369749,Daphnia pulex,NA,NA,367
69,PRJNA247438,SAMN02839634,SRR1369750,Daphnia pulex,NA,NA,367
70,PRJNA247438,SAMN02839636,SRR1369751,Daphnia pulex,NA,NA,367
71,PRJNA247438,SAMN02839638,SRR1369752,Daphnia pulex,NA,NA,367
72,PRJNA247438,SAMN02839640,SRR1369753,Daphnia pulex,NA,NA,367
73,PRJNA247438,SAMN02839642,SRR1369754,Daphnia pulex,NA,NA,367
74,PRJNA247438,SAMN02839628,SRR1369755,Daphnia pulex,NA,NA,367
75,PRJNA247438,SAMN02839630,SRR1369756,Daphnia pulex,NA,NA,367
76,PRJNA247438,SAMN02839632,SRR1369757,Daphnia pulex,NA,NA,367
77,PRJNA247438,SAMN02839622,SRR1369758,Daphnia pulex,NA,NA,367
78,PRJNA247438,SAMN02839624,SRR1369759,Daphnia pulex,NA,NA,367
79,PRJNA247438,SAMN02839626,SRR1369760,Daphnia pulex,NA,NA,367
80,PRJNA247438,SAMN02839665,SRR1369761,Daphnia pulex,NA,NA,367
81,PRJNA247438,SAMN02839667,SRR1369762,Daphnia pulex,NA,NA,367
82,PRJNA247438,SAMN02839669,SRR1369763,Daphnia pulex,NA,NA,367
83,PRJNA247438,SAMN02839671,SRR1369764,Daphnia pulex,NA,NA,367
84,PRJNA247438,SAMN02839673,SRR1369765,Daphnia pulex,NA,NA,367
85,PRJNA247438,SAMN02839645,SRR1369766,Daphnia pulex,NA,NA,367
86,PRJNA247438,SAMN02839647,SRR1369767,Daphnia pulex,NA,NA,367
87,PRJNA247438,SAMN02839649,SRR1369768,Daphnia pulex,NA,NA,367
88,PRJNA247438,SAMN02839651,SRR1369769,Daphnia pulex,NA,NA,367
89,PRJNA247438,SAMN02839653,SRR1369770,Daphnia pulex,NA,NA,367
90,PRJNA247438,SAMN02839675,SRR1369771,Daphnia pulex,NA,NA,367
91,PRJNA247438,SAMN02839677,SRR1369772,Daphnia pulex,NA,NA,367
92,PRJNA247438,SAMN02839679,SRR1369773,Daphnia pulex,NA,NA,367
93,PRJNA247438,SAMN02839681,SRR1369774,Daphnia pulex,NA,NA,367
94,PRJNA247438,SAMN02839683,SRR1369775,Daphnia pulex,NA,NA,367
95,PRJNA247438,SAMN02839655,SRR1369776,Daphnia pulex,NA,NA,367
96,PRJNA247438,SAMN02839657,SRR1369777,Daphnia pulex,NA,NA,367
97,PRJNA247438,SAMN02839659,SRR1369778,Daphnia pulex,NA,NA,367
98,PRJNA247438,SAMN02839661,SRR1369779,Daphnia pulex,NA,NA,367
99,PRJNA247438,SAMN02839663,SRR1369780,Daphnia pulex,NA,NA,367
100,PRJNA247438,SAMN02839685,SRR1369781,Daphnia pulex,NA,NA,367
101,PRJNA247438,SAMN02839687,SRR1369782,Daphnia pulex,NA,NA,367
102,PRJNA247438,SAMN02839689,SRR1369783,Daphnia pulex,NA,NA,367
103,PRJNA247438,SAMN02839691,SRR1369784,Daphnia pulex,NA,NA,367
104,PRJNA247438,SAMN02839693,SRR1369785,Daphnia pulex,NA,NA,367
105,PRJNA247438,SAMN02839635,SRR1369786,Daphnia pulex,NA,NA,367
106,PRJNA247438,SAMN02839637,SRR1369787,Daphnia pulex,NA,NA,367
107,PRJNA247438,SAMN02839639,SRR1369788,Daphnia pulex,NA,NA,367
108,PRJNA247438,SAMN02839641,SRR1369789,Daphnia pulex,NA,NA,367
109,PRJNA247438,SAMN02839643,SRR1369790,Daphnia pulex,NA,NA,367
110,PRJNA247438,SAMN02839629,SRR1369791,Daphnia pulex,NA,NA,367
111,PRJNA247438,SAMN02839631,SRR1369792,Daphnia pulex,NA,NA,367
112,PRJNA247438,SAMN02839633,SRR1369793,Daphnia pulex,NA,NA,367
113,PRJNA247438,SAMN02839623,SRR1369794,Daphnia pulex,NA,NA,367
114,PRJNA247438,SAMN02839625,SRR1369795,Daphnia pulex,NA,NA,367
115,PRJNA247438,SAMN02839627,SRR1369796,Daphnia pulex,NA,NA,367
116,PRJNA247438,SAMN02839665,SRR1369797,Daphnia pulex,NA,NA,367
117,PRJNA247438,SAMN02839667,SRR1369798,Daphnia pulex,NA,NA,367
118,PRJNA247438,SAMN02839669,SRR1369799,Daphnia pulex,NA,NA,367
119,PRJNA247438,SAMN02839671,SRR1369800,Daphnia pulex,NA,NA,367
120,PRJNA247438,SAMN02839673,SRR1369801,Daphnia pulex,NA,NA,367
121,PRJNA247438,SAMN02839645,SRR1369802,Daphnia pulex,NA,NA,367
122,PRJNA247438,SAMN02839647,SRR1369803,Daphnia pulex,NA,NA,367
123,PRJNA247438,SAMN02839649,SRR1369804,Daphnia pulex,NA,NA,367
124,PRJNA247438,SAMN02839651,SRR1369805,Daphnia pulex,NA,NA,367
125,PRJNA247438,SAMN02839653,SRR1369806,Daphnia pulex,NA,NA,367
126,PRJNA247438,SAMN02839675,SRR1369807,Daphnia pulex,NA,NA,367
127,PRJNA247438,SAMN02839677,SRR1369808,Daphnia pulex,NA,NA,367
128,PRJNA247438,SAMN02839679,SRR1369809,Daphnia pulex,NA,NA,367
129,PRJNA247438,SAMN02839681,SRR1369810,Daphnia pulex,NA,NA,367
130,PRJNA247438,SAMN02839683,SRR1369811,Daphnia pulex,NA,NA,367
131,PRJNA247438,SAMN02839655,SRR1369812,Daphnia pulex,NA,NA,367
132,PRJNA247438,SAMN02839657,SRR1369813,Daphnia pulex,NA,NA,367
133,PRJNA247438,SAMN02839659,SRR1369814,Daphnia pulex,NA,NA,367
134,PRJNA247438,SAMN02839661,SRR1369815,Daphnia pulex,NA,NA,367
135,PRJNA247438,SAMN02839663,SRR1369816,Daphnia pulex,NA,NA,367
136,PRJNA247438,SAMN02839685,SRR1369817,Daphnia pulex,NA,NA,367
137,PRJNA247438,SAMN02839687,SRR1369818,Daphnia pulex,NA,NA,367
138,PRJNA247438,SAMN02839689,SRR1369819,Daphnia pulex,NA,NA,367
139,PRJNA247438,SAMN02839691,SRR1369820,Daphnia pulex,NA,NA,367
140,PRJNA247438,SAMN02839693,SRR1369821,Daphnia pulex,NA,NA,367
141,PRJNA247438,SAMN02839635,SRR1369822,Daphnia pulex,NA,NA,367
142,PRJNA247438,SAMN02839637,SRR1369823,Daphnia pulex,NA,NA,367
143,PRJNA247438,SAMN02839639,SRR1369824,Daphnia pulex,NA,NA,367
144,PRJNA247438,SAMN02839641,SRR1369825,Daphnia pulex,NA,NA,367
145,PRJNA247438,SAMN02839643,SRR1369826,Daphnia pulex,NA,NA,367
146,PRJNA247438,SAMN02839629,SRR1369827,Daphnia pulex,NA,NA,367
147,PRJNA247438,SAMN02839631,SRR1369828,Daphnia pulex,NA,NA,367
148,PRJNA247438,SAMN02839633,SRR1369829,Daphnia pulex,NA,NA,367
149,PRJNA247438,SAMN02839623,SRR1369830,Daphnia pulex,NA,NA,367
150,PRJNA247438,SAMN02839625,SRR1369831,Daphnia pulex,NA,NA,367
151,PRJNA247438,SAMN02839627,SRR1369832,Daphnia pulex,NA,NA,367
152,PRJNA247438,SAMN02839664,SRR1369833,Daphnia pulex,NA,NA,367
153,PRJNA247438,SAMN02839666,SRR1369834,Daphnia pulex,NA,NA,367
154,PRJNA247438,SAMN02839668,SRR1369835,Daphnia pulex,NA,NA,367
155,PRJNA247438,SAMN02839670,SRR1369836,Daphnia pulex,NA,NA,367
156,PRJNA247438,SAMN02839672,SRR1369837,Daphnia pulex,NA,NA,367
157,PRJNA247438,SAMN02839644,SRR1369838,Daphnia pulex,NA,NA,367
158,PRJNA247438,SAMN02839646,SRR1369839,Daphnia pulex,NA,NA,367
159,PRJNA247438,SAMN02839648,SRR1369840,Daphnia pulex,NA,NA,367
160,PRJNA247438,SAMN02839650,SRR1369841,Daphnia pulex,NA,NA,367
161,PRJNA247438,SAMN02839652,SRR1369842,Daphnia pulex,NA,NA,367
162,PRJNA247438,SAMN02839674,SRR1369843,Daphnia pulex,NA,NA,367
163,PRJNA247438,SAMN02839676,SRR1369844,Daphnia pulex,NA,NA,367
164,PRJNA247438,SAMN02839678,SRR1369845,Daphnia pulex,NA,NA,367
165,PRJNA247438,SAMN02839680,SRR1369846,Daphnia pulex,NA,NA,367
166,PRJNA247438,SAMN02839682,SRR1369847,Daphnia pulex,NA,NA,367
167,PRJNA247438,SAMN02839654,SRR1369848,Daphnia pulex,NA,NA,367
168,PRJNA247438,SAMN02839656,SRR1369849,Daphnia pulex,NA,NA,367
169,PRJNA247438,SAMN02839658,SRR1369850,Daphnia pulex,NA,NA,367
170,PRJNA247438,SAMN02839660,SRR1369851,Daphnia pulex,NA,NA,367
171,PRJNA247438,SAMN02839662,SRR1369852,Daphnia pulex,NA,NA,367
172,PRJNA247438,SAMN02839684,SRR1369853,Daphnia pulex,NA,NA,367
173,PRJNA247438,SAMN02839686,SRR1369854,Daphnia pulex,NA,NA,367
174,PRJNA247438,SAMN02839688,SRR1369855,Daphnia pulex,NA,NA,367
175,PRJNA247438,SAMN02839690,SRR1369856,Daphnia pulex,NA,NA,367
176,PRJNA247438,SAMN02839692,SRR1369857,Daphnia pulex,NA,NA,367
177,PRJNA247438,SAMN02839634,SRR1369858,Daphnia pulex,NA,NA,367
178,PRJNA247438,SAMN02839636,SRR1369859,Daphnia pulex,NA,NA,367
179,PRJNA247438,SAMN02839638,SRR1369860,Daphnia pulex,NA,NA,367
180,PRJNA247438,SAMN02839640,SRR1369861,Daphnia pulex,NA,NA,367
181,PRJNA247438,SAMN02839642,SRR1369862,Daphnia pulex,NA,NA,367
182,PRJNA247438,SAMN02839628,SRR1369863,Daphnia pulex,NA,NA,367
183,PRJNA247438,SAMN02839630,SRR1369864,Daphnia pulex,NA,NA,367
184,PRJNA247438,SAMN02839632,SRR1369865,Daphnia pulex,NA,NA,367
185,PRJNA247438,SAMN02839622,SRR1369866,Daphnia pulex,NA,NA,367
186,PRJNA247438,SAMN02839624,SRR1369867,Daphnia pulex,NA,NA,367
187,PRJNA247438,SAMN02839626,SRR1369868,Daphnia pulex,NA,NA,367
188,PRJNA247438,SAMN02839664,SRR1369869,Daphnia pulex,NA,NA,367
189,PRJNA247438,SAMN02839666,SRR1369870,Daphnia pulex,NA,NA,367
190,PRJNA247438,SAMN02839668,SRR1369871,Daphnia pulex,NA,NA,367
191,PRJNA247438,SAMN02839670,SRR1369872,Daphnia pulex,NA,NA,367
192,PRJNA247438,SAMN02839672,SRR1369873,Daphnia pulex,NA,NA,367
193,PRJNA247438,SAMN02839644,SRR1369874,Daphnia pulex,NA,NA,367
194,PRJNA247438,SAMN02839646,SRR1369875,Daphnia pulex,NA,NA,367
195,PRJNA247438,SAMN02839648,SRR1369876,Daphnia pulex,NA,NA,367
196,PRJNA247438,SAMN02839650,SRR1369877,Daphnia pulex,NA,NA,367
197,PRJNA247438,SAMN02839652,SRR1369878,Daphnia pulex,NA,NA,367
198,PRJNA247438,SAMN02839674,SRR1369879,Daphnia pulex,NA,NA,367
199,PRJNA247438,SAMN02839676,SRR1369880,Daphnia pulex,NA,NA,367
200,PRJNA247438,SAMN02839678,SRR1369881,Daphnia pulex,NA,NA,367
201,PRJNA247438,SAMN02839680,SRR1369882,Daphnia pulex,NA,NA,367
202,PRJNA247438,SAMN02839682,SRR1369883,Daphnia pulex,NA,NA,367
203,PRJNA247438,SAMN02839654,SRR1369884,Daphnia pulex,NA,NA,367
204,PRJNA247438,SAMN02839656,SRR1369885,Daphnia pulex,NA,NA,367
205,PRJNA247438,SAMN02839658,SRR1369886,Daphnia pulex,NA,NA,367
206,PRJNA247438,SAMN02839660,SRR1369887,Daphnia pulex,NA,NA,367
207,PRJNA247438,SAMN02839662,SRR1369888,Daphnia pulex,NA,NA,367
208,PRJNA247438,SAMN02839684,SRR1369889,Daphnia pulex,NA,NA,367
209,PRJNA247438,SAMN02839686,SRR1369890,Daphnia pulex,NA,NA,367
210,PRJNA247438,SAMN02839688,SRR1369891,Daphnia pulex,NA,NA,367
211,PRJNA247438,SAMN02839690,SRR1369892,Daphnia pulex,NA,NA,367
212,PRJNA247438,SAMN02839692,SRR1369893,Daphnia pulex,NA,NA,367
213,PRJNA247438,SAMN02839634,SRR1369894,Daphnia pulex,NA,NA,367
214,PRJNA247438,SAMN02839636,SRR1369895,Daphnia pulex,NA,NA,367
215,PRJNA247438,SAMN02839638,SRR1369896,Daphnia pulex,NA,NA,367
216,PRJNA247438,SAMN02839640,SRR1369897,Daphnia pulex,NA,NA,367
217,PRJNA247438,SAMN02839642,SRR1369898,Daphnia pulex,NA,NA,367
218,PRJNA247438,SAMN02839628,SRR1369899,Daphnia pulex,NA,NA,367
219,PRJNA247438,SAMN02839630,SRR1369900,Daphnia pulex,NA,NA,367
220,PRJNA247438,SAMN02839632,SRR1369901,Daphnia pulex,NA,NA,367
221,PRJNA247438,SAMN02839622,SRR1369902,Daphnia pulex,NA,NA,367
222,PRJNA247438,SAMN02839624,SRR1369903,Daphnia pulex,NA,NA,367
223,PRJNA247438,SAMN02839626,SRR1369904,Daphnia pulex,NA,NA,367
224,PRJNA247438,SAMN02839664,SRR1369905,Daphnia pulex,NA,NA,367
225,PRJNA247438,SAMN02839666,SRR1369906,Daphnia pulex,NA,NA,367
226,PRJNA247438,SAMN02839668,SRR1369907,Daphnia pulex,NA,NA,367
227,PRJNA247438,SAMN02839670,SRR1369908,Daphnia pulex,NA,NA,367
228,PRJNA247438,SAMN02839672,SRR1369909,Daphnia pulex,NA,NA,367
229,PRJNA247438,SAMN02839644,SRR1369910,Daphnia pulex,NA,NA,367
230,PRJNA247438,SAMN02839646,SRR1369911,Daphnia pulex,NA,NA,367
231,PRJNA247438,SAMN02839648,SRR1369912,Daphnia pulex,NA,NA,367
232,PRJNA247438,SAMN02839650,SRR1369913,Daphnia pulex,NA,NA,367
233,PRJNA247438,SAMN02839652,SRR1369914,Daphnia pulex,NA,NA,367
234,PRJNA247438,SAMN02839674,SRR1369915,Daphnia pulex,NA,NA,367
235,PRJNA247438,SAMN02839676,SRR1369916,Daphnia pulex,NA,NA,367
236,PRJNA247438,SAMN02839678,SRR1369917,Daphnia pulex,NA,NA,367
237,PRJNA247438,SAMN02839680,SRR1369918,Daphnia pulex,NA,NA,367
238,PRJNA247438,SAMN02839682,SRR1369919,Daphnia pulex,NA,NA,367
239,PRJNA247438,SAMN02839654,SRR1369920,Daphnia pulex,NA,NA,367
240,PRJNA247438,SAMN02839656,SRR1369921,Daphnia pulex,NA,NA,367
241,PRJNA247438,SAMN02839658,SRR1369922,Daphnia pulex,NA,NA,367
242,PRJNA247438,SAMN02839660,SRR1369923,Daphnia pulex,NA,NA,367
243,PRJNA247438,SAMN02839662,SRR1369924,Daphnia pulex,NA,NA,367
244,PRJNA247438,SAMN02839684,SRR1369925,Daphnia pulex,NA,NA,367
245,PRJNA247438,SAMN02839686,SRR1369926,Daphnia pulex,NA,NA,367
246,PRJNA247438,SAMN02839688,SRR1369927,Daphnia pulex,NA,NA,367
247,PRJNA247438,SAMN02839690,SRR1369928,Daphnia pulex,NA,NA,367
248,PRJNA247438,SAMN02839692,SRR1369929,Daphnia pulex,NA,NA,367
249,PRJNA247438,SAMN02839634,SRR1369930,Daphnia pulex,NA,NA,367
250,PRJNA247438,SAMN02839636,SRR1369931,Daphnia pulex,NA,NA,367
251,PRJNA247438,SAMN02839638,SRR1369932,Daphnia pulex,NA,NA,367
252,PRJNA247438,SAMN02839640,SRR1369933,Daphnia pulex,NA,NA,367
253,PRJNA247438,SAMN02839642,SRR1369934,Daphnia pulex,NA,NA,367
254,PRJNA247438,SAMN02839628,SRR1369935,Daphnia pulex,NA,NA,367
255,PRJNA247438,SAMN02839630,SRR1369936,Daphnia pulex,NA,NA,367
256,PRJNA247438,SAMN02839632,SRR1369937,Daphnia pulex,NA,NA,367
257,PRJNA247438,SAMN02839622,SRR1369938,Daphnia pulex,NA,NA,367
258,PRJNA247438,SAMN02839624,SRR1369939,Daphnia pulex,NA,NA,367
259,PRJNA247438,SAMN02839626,SRR1369940,Daphnia pulex,NA,NA,367
260,PRJNA247438,SAMN02839664,SRR1369941,Daphnia pulex,NA,NA,367
261,PRJNA247438,SAMN02839646,SRR1369942,Daphnia pulex,NA,NA,367
262,PRJNA247438,SAMN02839676,SRR1369943,Daphnia pulex,NA,NA,367
263,PRJNA247438,SAMN02839682,SRR1369944,Daphnia pulex,NA,NA,367
264,PRJNA247438,SAMN02839688,SRR1369945,Daphnia pulex,NA,NA,367
265,PRJNA247438,SAMN02839642,SRR1369946,Daphnia pulex,NA,NA,367
266,PRJNA247438,SAMN02839666,SRR1369947,Daphnia pulex,NA,NA,367
267,PRJNA247438,SAMN02839648,SRR1369948,Daphnia pulex,NA,NA,367
268,PRJNA247438,SAMN02839678,SRR1369949,Daphnia pulex,NA,NA,367
269,PRJNA247438,SAMN02839680,SRR1369950,Daphnia pulex,NA,NA,367
270,PRJNA247438,SAMN02839654,SRR1369951,Daphnia pulex,NA,NA,367
271,PRJNA247438,SAMN02839626,SRR1369952,Daphnia pulex,NA,NA,367
272,PRJNA247438,SAMN02839668,SRR1369953,Daphnia pulex,NA,NA,367
273,PRJNA247438,SAMN02839650,SRR1369954,Daphnia pulex,NA,NA,367
274,PRJNA247438,SAMN02839656,SRR1369955,Daphnia pulex,NA,NA,367
275,PRJNA247438,SAMN02839690,SRR1369956,Daphnia pulex,NA,NA,367
276,PRJNA247438,SAMN02839692,SRR1369957,Daphnia pulex,NA,NA,367
277,PRJNA247438,SAMN02839624,SRR1369958,Daphnia pulex,NA,NA,367
278,PRJNA247438,SAMN02839670,SRR1369959,Daphnia pulex,NA,NA,367
279,PRJNA247438,SAMN02839652,SRR1369960,Daphnia pulex,NA,NA,367
280,PRJNA247438,SAMN02839686,SRR1369961,Daphnia pulex,NA,NA,367
281,PRJNA247438,SAMN02839634,SRR1369962,Daphnia pulex,NA,NA,367
282,PRJNA247438,SAMN02839628,SRR1369963,Daphnia pulex,NA,NA,367
283,PRJNA247438,SAMN02839630,SRR1369964,Daphnia pulex,NA,NA,367
284,PRJNA247438,SAMN02839672,SRR1369965,Daphnia pulex,NA,NA,367
285,PRJNA247438,SAMN02839658,SRR1369966,Daphnia pulex,NA,NA,367
286,PRJNA247438,SAMN02839662,SRR1369967,Daphnia pulex,NA,NA,367
287,PRJNA247438,SAMN02839640,SRR1369968,Daphnia pulex,NA,NA,367
288,PRJNA247438,SAMN02839632,SRR1369969,Daphnia pulex,NA,NA,367
289,PRJNA247438,SAMN02839622,SRR1369970,Daphnia pulex,NA,NA,367
290,PRJNA247438,SAMN02839644,SRR1369971,Daphnia pulex,NA,NA,367
291,PRJNA247438,SAMN02839674,SRR1369972,Daphnia pulex,NA,NA,367
292,PRJNA247438,SAMN02839660,SRR1369973,Daphnia pulex,NA,NA,367
293,PRJNA247438,SAMN02839684,SRR1369974,Daphnia pulex,NA,NA,367
294,PRJNA247438,SAMN02839636,SRR1369975,Daphnia pulex,NA,NA,367
295,PRJNA247438,SAMN02839638,SRR1369976,Daphnia pulex,NA,NA,367
296,PRJNA247438,SAMN02839665,SRR1369977,Daphnia pulex,NA,NA,367
297,PRJNA247438,SAMN02839667,SRR1369978,Daphnia pulex,NA,NA,367
298,PRJNA247438,SAMN02839669,SRR1369979,Daphnia pulex,NA,NA,367
299,PRJNA247438,SAMN02839671,SRR1369980,Daphnia pulex,NA,NA,367
300,PRJNA247438,SAMN02839673,SRR1369981,Daphnia pulex,NA,NA,367
301,PRJNA247438,SAMN02839645,SRR1369982,Daphnia pulex,NA,NA,367
302,PRJNA247438,SAMN02839647,SRR1369983,Daphnia pulex,NA,NA,367
303,PRJNA247438,SAMN02839649,SRR1369984,Daphnia pulex,NA,NA,367
304,PRJNA247438,SAMN02839651,SRR1369985,Daphnia pulex,NA,NA,367
305,PRJNA247438,SAMN02839653,SRR1369986,Daphnia pulex,NA,NA,367
306,PRJNA247438,SAMN02839675,SRR1369987,Daphnia pulex,NA,NA,367
307,PRJNA247438,SAMN02839677,SRR1369988,Daphnia pulex,NA,NA,367
308,PRJNA247438,SAMN02839679,SRR1369989,Daphnia pulex,NA,NA,367
309,PRJNA247438,SAMN02839681,SRR1369990,Daphnia pulex,NA,NA,367
310,PRJNA247438,SAMN02839683,SRR1369991,Daphnia pulex,NA,NA,367
311,PRJNA247438,SAMN02839655,SRR1369992,Daphnia pulex,NA,NA,367
312,PRJNA247438,SAMN02839657,SRR1369993,Daphnia pulex,NA,NA,367
313,PRJNA247438,SAMN02839659,SRR1369994,Daphnia pulex,NA,NA,367
314,PRJNA247438,SAMN02839661,SRR1369995,Daphnia pulex,NA,NA,367
315,PRJNA247438,SAMN02839663,SRR1369996,Daphnia pulex,NA,NA,367
316,PRJNA247438,SAMN02839685,SRR1369997,Daphnia pulex,NA,NA,367
317,PRJNA247438,SAMN02839687,SRR1369998,Daphnia pulex,NA,NA,367
318,PRJNA247438,SAMN02839689,SRR1369999,Daphnia pulex,NA,NA,367
319,PRJNA247438,SAMN02839691,SRR1370000,Daphnia pulex,NA,NA,367
320,PRJNA247438,SAMN02839693,SRR1370001,Daphnia pulex,NA,NA,367
321,PRJNA247438,SAMN02839635,SRR1370002,Daphnia pulex,NA,NA,367
322,PRJNA247438,SAMN02839637,SRR1370003,Daphnia pulex,NA,NA,367
323,PRJNA247438,SAMN02839639,SRR1370004,Daphnia pulex,NA,NA,367
324,PRJNA247438,SAMN02839641,SRR1370005,Daphnia pulex,NA,NA,367
325,PRJNA247438,SAMN02839643,SRR1370006,Daphnia pulex,NA,NA,367
326,PRJNA247438,SAMN02839629,SRR1370007,Daphnia pulex,NA,NA,367
327,PRJNA247438,SAMN02839631,SRR1370008,Daphnia pulex,NA,NA,367
328,PRJNA247438,SAMN02839633,SRR1370009,Daphnia pulex,NA,NA,367
329,PRJNA247438,SAMN02839623,SRR1370010,Daphnia pulex,NA,NA,367
330,PRJNA247438,SAMN02839625,SRR1370011,Daphnia pulex,NA,NA,367
331,PRJNA247438,SAMN02839627,SRR1370012,Daphnia pulex,NA,NA,367
332,PRJNA247438,SAMN02839665,SRR1370013,Daphnia pulex,NA,NA,367
